GEO,PCS,OBS_VALUE
57042,1,16
57029,9,20
55217,9,5
55346,1,5
55222,2,7
55253,4,34
55245,5,17
55255,3,6
55184,6,198
55075,2,5
55148,9,18
55134,3,5
55087,9,5
55399,5,6
55405,9,11
55429,1,6
55415,7,7
56035,3,35
55534,7,25
56030,7,395
56004,7,545
55518,7,19
56116,3,65
56098,6,2656
56051,6,93
56044,4,85
56069,4,136
56041,5,325
56099,7,140
56184,2,196
56177,5,956
56167,3,228
56163,5,134
54547,3,2452
55031,4,55
54582,6,31
55002,6,23
55043,6,270
57048,3,11
57055,2,10
57058,2,67
57057,3,50
55301,6,6
55323,6,6
55368,4,16
55448,7,14
55369,5,126
55485,2,4
55568,5,52
56036,4,844
55521,2,5
55566,2,5
56001,5,491
56078,3,1049
56118,4,470
56124,3,136
56068,5,32
56153,6,491
56151,9,364
56146,6,246
55121,7,22
55102,7,168
55175,7,33
55191,5,37
55117,6,128
55195,1,5
55104,4,9
54558,5,52
55024,5,23
55004,7,22
55012,1,15
54564,5,21
54594,3,12
54571,3,74
57038,9,1118
56259,6,192
55346,9,42
55280,5,13
55248,3,28
55570,7,67
55560,2,12
55561,2,6
56027,5,51
55075,4,24
55177,2,4
55118,7,19
55097,7,84
55434,5,5
55475,6,12
55378,2,5
55484,5,5
55493,4,5
55433,5,36
55389,1,29
55461,7,97
56065,2,10
56180,6,144
56202,2,16
56216,1,19
56140,2,149
56164,3,628
56160,2,26
56216,9,38
55011,1,16
55007,1,5
55014,5,58
55262,1,5
55361,4,19
55225,4,10
55299,1,11
55312,5,11
57014,3,10
57053,9,11
57014,6,35
56258,5,90
57029,1,5
56264,7,103
55512,4,30
55543,7,307
55463,2,61
55429,4,12
55429,5,6
55385,3,26
55458,9,28
55132,7,364
55067,2,6
55095,3,6
56194,1,5
56157,4,255
56182,1,30
56201,4,42
56149,5,297
56177,3,346
56050,3,49
56096,2,98
56120,5,297
55269,9,5
55254,9,11
55360,9,16
55293,5,38
55237,4,33
55220,9,6
55299,6,26
55261,3,11
57052,9,45
57036,2,5
57058,9,1539
57012,3,259
57002,7,7
55007,5,34
54570,7,47
55023,1,6
56193,2,150
56196,6,40
56151,6,494
56030,3,35
55512,5,41
56006,1,43
55544,6,34
55551,3,66
56021,2,41
55475,4,4
55435,5,109
55407,2,15
55458,2,11
55504,6,36
55170,7,13
55170,1,9
56090,1,25
56062,6,54
56061,1,11
56108,7,184
56245,6,67
57047,7,287
57037,5,49
55285,2,6
56166,6,708
56151,7,951
55007,6,29
55041,5,67
55046,1,12
55061,4,28
55401,7,119
55505,2,65
55428,5,17
55438,5,17
55523,7,47
56003,5,476
56032,3,71
56029,6,167
55114,5,49
55121,9,9
55186,3,85
55149,2,10
56106,1,5
56080,9,114
56084,5,57
56061,9,331
56075,1,51
56078,7,3838
57050,4,16
57020,6,36
57050,9,11
56263,3,165
56179,4,584
56208,5,20
56180,3,35
56214,4,132
56135,6,252
55215,1,31
55315,7,34
55282,5,6
54551,1,5
55023,2,6
54585,5,99
56032,6,275
55570,9,17
56092,6,168
56154,4,181
56204,2,14
56180,4,109
56202,4,69
57063,6,44
57031,6,35
57044,9,6
57022,5,243
56252,6,87
57006,7,301
55143,4,36
55195,2,5
55183,6,9
55106,7,28
55349,1,6
55348,1,11
55366,5,113
55008,5,19
54565,4,58
55557,5,14
56006,2,59
55560,7,45
55518,1,29
23216,_T,127
24123,_T,101
23175,_T,99
23255,_T,118
24376,_T,1301
24399,_T,104
24355,_T,383
22040,_T,451
22362,_T,2107
21578,_T,219
24060,_T,61
24504,_T,236
21685,_T,221
24587,_T,747
21647,_T,107
21651,_T,191
22067,_T,2251
21692,_T,211
24356,_T,1516
24348,_T,268
22366,_T,370
24461,_T,686
24409,_T,993
23259,_T,105
23044,_T,68
23052,_T,380
22386,_T,639
21521,_T,778
21522,_T,414
22086,_T,534
22099,_T,860
24524,_T,169
22271,_T,319
24449,_T,879
21666,_T,81
24083,_T,174
24208,_T,202
24562,_T,223
23260,_T,168
21640,_T,162
21588,_T,53
21523,_T,141
24529,_T,171
24584,_T,796
24157,_T,709
23065,_T,238
23058,_T,86
22259,_T,3368
22258,_T,3204
22222,_T,4119
24012,_T,329
24009,_T,242
25062,_T,246
24126,_T,234
24224,_T,570
24172,_T,992
22064,_T,813
22111,_T,353
24324,_T,440
21629,_T,238
21520,_T,124
22152,_T,1099
24102,_T,3851
23011,_T,132
23030,_T,2123
21531,_T,414
22182,_T,2692
24510,_T,313
24183,_T,258
22004,_T,4016
21689,_T,143
23041,_T,232
22351,_T,455
23040,_T,112
22185,_T,2127
22177,_T,1150
22260,_T,505
21669,_T,63
21496,_T,1052
21569,_T,169
21567,_T,176
24257,_T,210
24489,_T,336
24534,_T,1094
23159,_T,129
24022,_T,164
23181,_T,148
22180,_T,1570
23073,_T,359
24277,_T,232
24177,_T,556
21552,_T,33
23223,_T,199
22278,_T,37669
24520,_T,7792
24331,_T,625
22082,_T,793
21678,_T,161
21605,_T,1867
21538,_T,95
24045,_T,214
25049,_T,103
22132,_T,223
24077,_T,345
24244,_T,176
21562,_T,157
24034,_T,232
23222,_T,156
25030,_T,344
22092,_T,199
22208,_T,1399
22269,_T,222
22390,_T,622
23071,_T,163
24026,_T,3653
23172,_T,116
24443,_T,379
24062,_T,171
21667,_T,317
22061,_T,1237
22094,_T,1405
22133,_T,494
24522,_T,325
25001,_T,197
23047,_T,196
24352,_T,3292
24317,_T,233
24262,_T,271
24042,_T,536
24023,_T,279
24052,_T,114
22170,_T,1341
22057,_T,337
24462,_T,1402
24582,_T,409
24215,_T,152
24129,_T,419
23066,_T,168
24434,_T,121
24316,_T,728
24287,_T,111
21577,_T,1040
21620,_T,141
22069,_T,187
25002,_T,244
24485,_T,417
23104,_T,216
23152,_T,60
23242,_T,152
22029,_T,281
21674,_T,185
21625,_T,72
21563,_T,94
22280,_T,927
22216,_T,706
22194,_T,3219
24111,_T,71
24138,_T,6469
23089,_T,611
23061,_T,631
24288,_T,252
21546,_T,167
24247,_T,135
24450,_T,522
24383,_T,173
23207,_T,161
21611,_T,821
21630,_T,175
22012,_T,711
24152,_T,823
24380,_T,405
25060,_T,1710
22381,_T,282
23020,_T,327
22346,_T,785
23182,_T,131
23137,_T,441
21555,_T,1396
21534,_T,568
21575,_T,271
22077,_T,1018
22056,_T,1471
24058,_T,217
23053,_T,182
23081,_T,266
24570,_T,37
24523,_T,342
22323,_T,663
22221,_T,1493
22090,_T,834
24207,_T,580
21566,_T,122
23118,_T,151
24575,_T,186
23141,_T,593
23238,_T,331
21572,_T,308
24292,_T,405
24374,_T,294
24218,_T,1014
24163,_T,144
23013,_T,1028
23224,_T,72
24481,_T,459
22155,_T,1811
24379,_T,379
24300,_T,312
24393,_T,72
22383,_T,190
23087,_T,467
24167,_T,2279
24230,_T,132
23173,_T,120
24500,_T,138
25035,_T,2048
21540,_T,6311
24053,_T,8936
24350,_T,2034
24260,_T,792
23166,_T,176
24480,_T,275
22005,_T,885
22327,_T,1303
21615,_T,208
24580,_T,244
23018,_T,208
23112,_T,634
22304,_T,516
22209,_T,3581
22163,_T,575
22075,_T,592
21601,_T,96
24160,_T,507
23136,_T,251
21533,_T,86
22245,_T,796
22135,_T,1940
25048,_T,2913
23196,_T,188
23261,_T,238
21663,_T,2334
21606,_T,1467
21649,_T,45
22268,_T,502
24329,_T,1177
21694,_T,24
22095,_T,154
24586,_T,757
23102,_T,291
22389,_T,4173
21653,_T,50
21511,_T,111
24094,_T,394
24452,_T,170
24381,_T,195
22037,_T,363
22060,_T,504
25041,_T,298
25058,_T,1148
22282,_T,3104
23132,_T,300
23084,_T,120
23096,_T,11122
21628,_T,48
24182,_T,1264
24458,_T,258
24441,_T,126
21706,_T,102
22104,_T,447
25013,_T,213
22211,_T,2990
21530,_T,130
24076,_T,376
23069,_T,347
22368,_T,610
23111,_T,209
22110,_T,473
24412,_T,785
25015,_T,590
21595,_T,131
22024,_T,189
23129,_T,51
25036,_T,1919
24471,_T,535
23246,_T,309
23200,_T,151
24322,_T,26265
22356,_T,792
22207,_T,1927
22160,_T,766
21508,_T,380
23263,_T,300
23244,_T,501
23138,_T,137
22093,_T,14092
22129,_T,75
24568,_T,888
24297,_T,804
24289,_T,1201
24370,_T,1546
24171,_T,501
24192,_T,68
23072,_T,206
23082,_T,283
24535,_T,225
22285,_T,230
23225,_T,85
21617,_T,9722
24272,_T,428
24296,_T,964
24175,_T,281
24059,_T,313
24255,_T,534
24225,_T,2224
22189,_T,426
22165,_T,499
23262,_T,127
22353,_T,2272
21571,_T,181
22030,_T,736
22136,_T,8245
24349,_T,295
24267,_T,152
24294,_T,5143
22164,_T,1560
22312,_T,196
23164,_T,409
23046,_T,65
23045,_T,743
21510,_T,145
21631,_T,51
22249,_T,557
22239,_T,1082
24055,_T,667
24189,_T,400
22074,_T,554
21703,_T,47
24021,_T,400
23134,_T,192
21609,_T,396
22358,_T,450
22276,_T,209
24057,_T,61
24334,_T,179
21690,_T,79
22248,_T,1589
24546,_T,28
24496,_T,300
24008,_T,530
22334,_T,103
22326,_T,429
21635,_T,102
21501,_T,1323
24470,_T,254
22087,_T,532
22115,_T,377
24420,_T,199
24216,_T,134
24086,_T,371
24242,_T,211
23035,_T,633
24509,_T,536
22223,_T,1630
22219,_T,1996
21512,_T,280
22070,_T,6090
22143,_T,1555
24335,_T,2209
23004,_T,451
24494,_T,422
25021,_T,1298
23193,_T,2140
22320,_T,153
21650,_T,129
21598,_T,138
21585,_T,859
22313,_T,280
24069,_T,331
22112,_T,362
22028,_T,695
24487,_T,1437
23056,_T,303
24064,_T,3348
24106,_T,448
24179,_T,684
24299,_T,2423
24424,_T,122
24411,_T,150
22213,_T,2883
24074,_T,476
24164,_T,1091
22369,_T,639
23199,_T,322
21641,_T,368
24410,_T,435
24338,_T,395
22039,_T,507
22149,_T,408
23188,_T,189
23218,_T,84
22161,_T,2326
24229,_T,1521
25047,_T,4334
24576,_T,206
21603,_T,3466
24361,_T,390
22314,_T,307
22250,_T,895
23162,_T,322
23086,_T,204
23005,_T,189
24200,_T,455
21704,_T,92
22101,_T,909
22138,_T,308
22335,_T,198
23206,_T,556
24145,_T,1489
24205,_T,532
23007,_T,215
22197,_T,2510
22321,_T,1355
22318,_T,259
21677,_T,101
22034,_T,1224
22073,_T,327
24537,_T,205
24569,_T,114
24004,_T,265
21545,_T,703
21516,_T,69
24153,_T,360
22263,_T,293
24354,_T,2595
24415,_T,182
21705,_T,59
23055,_T,30
24220,_T,546
23145,_T,262
22179,_T,1433
22325,_T,2951
24565,_T,329
24581,_T,758
24248,_T,257
24190,_T,206
21526,_T,43
21591,_T,737
57152,6,89
57107,4,17
23024,_T,455
22370,_T,326
23074,_T,162
24419,_T,720
24306,_T,115
22003,_T,763
24574,_T,291
21499,_T,162
22224,_T,1338
22220,_T,1436
23212,_T,110
23168,_T,683
23187,_T,181
24353,_T,277
24428,_T,467
21544,_T,45
21646,_T,106
24101,_T,282
24464,_T,310
24465,_T,196
24466,_T,296
21495,_T,129
21632,_T,883
21537,_T,106
24006,_T,181
24199,_T,352
22141,_T,190
22019,_T,358
22274,_T,292
23211,_T,356
22119,_T,480
22124,_T,181
24075,_T,267
24132,_T,201
23068,_T,445
23092,_T,531
23059,_T,84
21515,_T,7647
21586,_T,605
24460,_T,419
24525,_T,182
21696,_T,72
23204,_T,134
24029,_T,498
24422,_T,109
24413,_T,212
22279,_T,956
22055,_T,6150
22134,_T,2603
24566,_T,401
24519,_T,364
24492,_T,62
24015,_T,250
24085,_T,131
24403,_T,71
24545,_T,100
24560,_T,94
23186,_T,132
23226,_T,133
22041,_T,204
22126,_T,127
24243,_T,769
24236,_T,801
24543,_T,978
23140,_T,377
23139,_T,485
22171,_T,3695
22233,_T,1826
22256,_T,944
21505,_T,572
24517,_T,78
24174,_T,127
23028,_T,89
24371,_T,409
24271,_T,466
24295,_T,1019
24493,_T,85
21529,_T,47
21618,_T,452
24002,_T,1544
22214,_T,2838
21702,_T,219
24264,_T,1634
24425,_T,323
24445,_T,133
21570,_T,154
21686,_T,124
24515,_T,669
25025,_T,572
24451,_T,707
22202,_T,630
23117,_T,205
24135,_T,562
22127,_T,1434
25053,_T,69
24320,_T,870
23050,_T,113
22360,_T,7034
23097,_T,241
21687,_T,134
22091,_T,309
24151,_T,102
24155,_T,388
25031,_T,11119
23167,_T,283
23195,_T,824
23125,_T,89
21679,_T,127
22009,_T,138
24291,_T,2488
57191,4,98
57191,6,64
57241,5,24
57261,4,180
24146,_T,214
22196,_T,770
24468,_T,278
24572,_T,168
23033,_T,339
24490,_T,996
22121,_T,1637
22023,_T,356
22088,_T,226
24457,_T,136
24360,_T,286
24396,_T,1398
24266,_T,1253
22178,_T,1138
22241,_T,1413
21561,_T,368
21547,_T,180
24212,_T,671
24222,_T,2249
23183,_T,80
23008,_T,2675
24476,_T,128
22168,_T,6631
21701,_T,114
22072,_T,337
21597,_T,53
21503,_T,125
21527,_T,227
24284,_T,113
24142,_T,1108
25022,_T,1174
24326,_T,161
24241,_T,379
24231,_T,77
21602,_T,28
21535,_T,1192
21580,_T,109
23010,_T,98
23075,_T,977
23076,_T,1151
24325,_T,672
22188,_T,832
24027,_T,317
21560,_T,245
22275,_T,1024
24330,_T,621
24114,_T,57
24018,_T,352
23209,_T,142
23157,_T,80
23107,_T,120
22076,_T,1203
24406,_T,136
24280,_T,413
21579,_T,165
21581,_T,120
21494,_T,71
24252,_T,702
22218,_T,1111
22317,_T,224
24269,_T,566
21616,_T,178
23249,_T,207
23180,_T,378
24507,_T,104
25017,_T,69
22183,_T,3048
22273,_T,2010
21624,_T,110
22150,_T,793
21691,_T,324
21637,_T,151
21541,_T,174
24293,_T,239
24382,_T,465
23078,_T,160
24544,_T,356
22201,_T,696
24444,_T,249
22081,_T,3547
24005,_T,319
23038,_T,217
24463,_T,505
22193,_T,1382
21556,_T,212
21619,_T,190
22084,_T,2048
23063,_T,133
22198,_T,3349
22307,_T,1614
25007,_T,82
22001,_T,442
22122,_T,630
24081,_T,569
22229,_T,904
24495,_T,88
24518,_T,220
24514,_T,207
22364,_T,2400
22344,_T,652
22347,_T,891
23235,_T,605
23251,_T,92
24020,_T,761
57116,7,5
21699,_T,922
22162,_T,6703
23208,_T,337
24165,_T,345
25054,_T,416
25020,_T,774
24577,_T,480
24346,_T,364
24311,_T,2694
23091,_T,148
21514,_T,96
22147,_T,2664
24386,_T,177
24385,_T,190
21594,_T,176
24080,_T,426
24122,_T,68
24139,_T,1947
23021,_T,637
22319,_T,392
57655,1,21
57711,1,10
24392,_T,447
24405,_T,291
24100,_T,461
22187,_T,12324
22176,_T,5461
21559,_T,564
21518,_T,158
23002,_T,907
24436,_T,902
24384,_T,27
23266,_T,138
23243,_T,137
24154,_T,304
57478,5,6
57497,5,22
23119,_T,36
58086,5,1184
58125,2,6
58158,5,45
58164,5,104
57316,2,20
57344,2,31
57326,9,39
22295,_T,267
22156,_T,526
23099,_T,284
23114,_T,373
23031,_T,1089
24585,_T,599
24240,_T,293
58036,9,31
57753,1,10
58007,6,53
57725,7,110
58013,2,10
57674,5,35
57637,4,36
57620,3,309
57607,6,37
57649,3,45
57409,3,30
57390,6,188
57426,2,15
57418,3,12
58126,4,62
58087,4,45
58077,7,163
58165,7,60
58106,1,5
58140,9,25
58076,4,12
57273,2,5
57274,9,100
57240,3,289
57245,6,53
57238,4,16
57353,7,43
57323,7,1499
57332,5,645
57377,7,55
57321,3,39
57153,9,220
57119,4,167
57075,3,5
57103,5,11
57717,3,5
58042,9,6
57621,6,24
57459,7,47
57482,2,48
57393,2,6
57408,6,82
57411,3,6
57398,4,55
58114,1,6
58074,6,25
58115,6,20
58165,2,5
58147,6,41
58121,4,521
57199,3,56
57275,2,11
57216,4,11
57218,7,327
57352,1,11
57289,9,329
57291,5,47
57300,5,35
57298,4,44
57360,4,182
57142,7,120
57148,6,30
57076,6,59
57137,4,98
57102,4,604
57168,4,102
57715,3,21
58035,5,40
58008,3,6
58108,7,34
58062,6,170
58119,4,13
58165,5,15
58093,5,15
58142,4,10
58084,4,6
57655,9,152
57638,4,275
57648,7,78
57613,1,5
57696,3,35
57415,4,298
57463,1,28
57390,9,198
57224,3,123
57198,7,60
57276,1,12
57245,3,53
57211,9,100
57295,7,52
57316,3,35
57346,1,5
57098,5,36
57161,5,11
57159,3,132
57074,5,79
57079,5,75
57636,4,44
57677,7,223
57639,4,39
57745,5,141
58035,1,5
57739,4,71
57734,9,68
58103,9,43
58163,3,21
58145,1,26
58158,4,45
57283,4,1209
57310,7,24
57357,4,59
57413,4,428
57409,6,59
57423,5,6
57492,2,6
57172,7,68
57146,5,65
57159,2,41
57072,7,168
57171,2,26
57635,7,82
57655,2,31
57615,2,21
57631,6,2440
57665,6,106
58078,7,22
58122,1,25
58113,6,18
57754,4,12
57743,7,40
58007,1,16
58043,6,6
22109,_T,225
22288,_T,305
22205,_T,371
24474,_T,131
22103,_T,801
24128,_T,155
24388,_T,456
23241,_T,177
57307,7,38
57334,7,88
57342,4,7
57298,6,62
57324,1,10
22105,_T,938
24429,_T,210
24528,_T,107
25059,_T,206
23194,_T,107
23205,_T,129
23042,_T,110
24213,_T,153
24130,_T,742
24168,_T,356
22035,_T,897
25039,_T,743
24032,_T,323
24263,_T,270
22113,_T,17642
22148,_T,195
22059,_T,1114
22083,_T,587
57253,3,15
57228,6,18
57267,3,56
22337,_T,901
22244,_T,450
57130,9,12
57115,7,28
57080,5,22
57160,7,3290
57480,7,5314
57410,5,24
57476,6,36
24307,_T,195
24538,_T,945
23127,_T,175
22350,_T,162
23009,_T,83
22359,_T,339
57650,2,55
57707,5,87
57630,4,1130
57698,5,24
57667,7,172
57613,5,25
23210,_T,211
23165,_T,511
23160,_T,228
24030,_T,610
22016,_T,358
24196,_T,443
24184,_T,149
22277,_T,1878
21550,_T,100
21493,_T,461
24276,_T,364
24479,_T,1066
25033,_T,454
25040,_T,722
24521,_T,879
25011,_T,602
23105,_T,588
21683,_T,299
21688,_T,96
24147,_T,1001
24087,_T,702
22184,_T,1267
21557,_T,101
24038,_T,377
21528,_T,120
23037,_T,69
24395,_T,345
24341,_T,939
24068,_T,1741
24245,_T,207
21633,_T,179
24508,_T,198
22063,_T,462
21695,_T,39
23148,_T,231
24007,_T,516
23258,_T,269
22212,_T,945
22215,_T,9462
22315,_T,250
22097,_T,603
22065,_T,1384
24362,_T,1408
58072,5,96
58105,2,21
58075,4,12
58116,9,6
58158,7,55
58137,7,19
58108,9,5
23006,_T,176
23017,_T,150
23115,_T,197
22387,_T,1031
21558,_T,761
21639,_T,597
22002,_T,929
22340,_T,977
23088,_T,104
57756,6,33
57732,2,10
57736,3,76
57755,9,5
57740,2,5
57727,5,6
57746,1,11
22293,_T,346
22236,_T,610
22308,_T,525
24416,_T,157
24397,_T,238
23184,_T,96
25029,_T,214
23131,_T,599
23219,_T,956
22046,_T,5192
21681,_T,90
24418,_T,805
21657,_T,1755
25057,_T,4095
25006,_T,73
24193,_T,377
22376,_T,1324
23032,_T,630
24036,_T,158
21604,_T,122
21582,_T,745
24478,_T,156
24499,_T,740
22299,_T,1180
22342,_T,334
23019,_T,31
23254,_T,216
24028,_T,1537
23029,_T,199
23103,_T,303
24532,_T,215
57473,3,10
57444,7,55
57428,3,150
57474,4,827
57434,5,91
22206,_T,3129
57315,6,122
57383,6,10
57376,4,53
57338,2,16
21716,_T,154
22015,_T,1375
23169,_T,521
57708,7,469
57667,2,6
57711,4,35
24553,_T,1480
22377,_T,722
23120,_T,165
22232,_T,1760
22048,_T,1902
24253,_T,2052
24567,_T,209
25008,_T,393
24563,_T,246
23070,_T,383
23128,_T,102
24309,_T,3199
24281,_T,173
57103,6,33
57095,1,15
57160,5,1311
57140,4,112
57148,5,55
57145,6,31
22228,_T,1261
22330,_T,330
25004,_T,884
24486,_T,417
24209,_T,115
24191,_T,153
57268,3,6
57216,2,16
21502,_T,492
21675,_T,37
22146,_T,323
21589,_T,89
25009,_T,111
24043,_T,126
24104,_T,532
57516,6,60
57591,7,2222
57587,4,39
58062,9,309
58003,2,32
57737,2,5
58008,5,27
58031,9,11
58011,3,14
57746,4,194
57706,6,95
57702,5,10
57640,6,68
57417,9,5
57495,4,29
57454,9,100
57112,5,17
57154,7,136
57171,6,136
57084,5,27
57531,4,90
57574,2,21
57579,3,18
57604,9,93
57530,4,61
57518,1,11
57550,3,147
57544,3,21
57308,5,6
57352,4,61
57305,6,64
57253,6,53
57251,1,10
57230,3,28
57196,7,93
57680,9,78
57649,5,76
57673,2,6
57626,4,67
57402,4,6
57479,2,6
57468,9,62
57750,5,58
58045,1,21
58057,5,161
58024,3,16
58039,9,10
58032,5,55
58123,5,6
58147,7,114
58164,4,80
58134,7,1223
58149,2,85
58149,3,45
57566,5,345
57526,9,41
57573,4,12
57368,3,111
57283,9,1239
57322,2,11
57365,1,9
57381,5,64
57104,2,26
57175,7,80
57111,9,51
57067,6,217
57477,6,235
57402,7,38
57493,5,33
57393,9,27
57240,6,1924
57252,7,146
57280,2,16
57214,2,5
57247,9,15
58055,4,49
58051,5,194
57714,6,75
57765,3,35
57723,3,14
58007,9,32
58002,9,97
57611,4,16
57690,9,460
57697,6,25
57661,4,6
57698,6,69
57703,4,19
57517,7,66
57605,9,50
57519,4,50
57510,3,181
58144,7,190
58103,4,32
58062,2,37
58064,5,53
58117,3,119
58063,4,45
57328,5,11
57300,4,60
57367,5,34
57333,4,110
57356,9,145
57333,7,207
58047,9,55
57752,9,271
58023,5,11
57765,7,280
57748,4,49
57204,5,50
57179,3,126
57214,5,50
57202,2,14
57273,4,35
57414,7,253
57493,3,17
57481,7,751
57690,6,434
57615,5,96
57076,9,55
57131,5,42
57108,9,36
57095,7,141
57117,7,102
57079,6,60
57541,4,46
57562,2,26
57568,2,31
58061,1,10
58064,4,29
58085,5,55
58132,3,5
57206,7,2857
57189,6,52
57261,3,65
57202,7,363
57246,7,73
57254,2,35
58020,6,16
58018,7,11
58032,6,26
57755,3,15
58016,3,16
57313,6,15
57314,7,121
57364,3,31
57284,5,10
57294,5,43
57319,7,83
57147,6,19
57149,3,16
57123,9,488
57121,4,40
57099,9,43
57650,6,199
57704,7,133
57575,9,84
57557,1,16
57504,3,6
57559,4,16
57486,1,11
57462,7,60
57456,9,46
57477,4,217
57483,4,208
57437,3,60
57767,4,283
58046,5,221
57746,3,82
57181,2,5
57237,6,50
58082,4,37
58124,2,25
58059,7,1874
58138,6,49
58122,7,159
57345,1,6
57373,9,95
57306,2,329
57333,5,110
57371,2,32
57296,6,139
57304,4,40
57524,9,14
57542,5,139
57597,4,300
57515,7,448
57508,4,347
57083,6,180
57113,2,10
57738,9,65
58002,7,300
58019,1,10
57750,7,205
57756,9,11
57724,4,444
57631,3,1140
57606,4,1549
57610,2,11
57679,9,65
57612,4,25
58166,3,10
58163,5,10
58147,4,11
58145,7,569
58095,5,709
57452,6,76
57391,4,6
57391,9,6
57198,1,5
57269,6,1021
57188,9,62
57237,9,30
57222,2,20
57373,7,199
57360,6,152
57318,9,30
57381,7,21
57589,5,394
57599,3,12
57511,6,114
57506,7,79
57537,5,783
57156,6,66
57145,9,34
57093,4,92
57152,1,5
57072,4,73
57069,6,87
57112,7,22
57616,4,394
57638,9,255
58030,2,11
57741,5,77
57751,6,2044
58138,4,39
58144,5,107
58068,7,85
57437,2,30
57467,2,11
57403,5,19
57422,2,68
57497,3,11
57388,6,15
57539,7,18
57569,4,21
57501,4,5
57519,6,15
57314,9,26
57385,5,130
57379,2,11
57350,9,115
57367,4,15
57365,5,44
57388,4,40
57233,7,32
57176,7,446
57259,5,31
57205,9,362
57264,7,103
57265,6,7
57254,9,84
57643,5,23
57622,6,157
57711,2,19
57683,4,678
57676,3,7
57508,7,1222
57547,2,26
57590,5,35
57535,5,163
57551,7,58
57105,7,29
57095,3,25
57085,7,90
57156,1,6
57752,6,355
57737,5,9
58050,3,11
58040,9,17
58046,2,54
58050,4,11
58146,5,82
58146,2,21
58064,6,52
58117,5,649
58127,3,5
58099,5,18
57433,7,2290
57403,4,32
57484,3,65
57380,4,23
57358,3,43
57281,6,27
57361,7,150
57304,6,31
57589,9,175
57534,9,227
57541,9,52
57557,5,140
57507,6,41
57212,9,52
57248,2,5
57264,2,11
57262,9,42
57188,6,53
57278,5,9
57245,4,96
57270,5,68
57610,4,32
57617,9,20
57707,7,112
57665,1,10
57650,3,140
57659,6,392
58005,2,6
57717,9,9
58014,4,13
58023,9,11
57762,4,87
57741,1,5
58140,7,108
58087,9,55
58067,4,260
58168,7,207
57169,7,121
57105,5,29
57122,7,198
57581,6,15
57509,6,52
57510,5,113
57355,4,133
57373,4,144
57387,3,24
57316,6,89
57311,1,5
57356,2,20
57479,1,6
57401,7,18
57460,2,45
57486,9,11
57497,7,72
57647,2,46
57659,7,712
57639,9,39
57654,6,59
57704,2,20
57679,6,85
57633,1,7
58061,6,20
58155,7,165
58154,5,15
58080,4,10
58071,3,19
58016,5,6
57723,1,10
58006,9,40
58058,2,20
58047,5,84
57251,9,25
57234,7,144
57209,9,914
57235,6,208
57234,9,41
57193,4,345
57205,7,618
57506,4,28
57581,1,10
57554,6,29
57562,9,106
57123,5,476
57118,1,5
57110,3,25
58099,9,9
58117,7,1266
58102,7,618
58136,4,6
57313,7,10
57364,6,43
57374,5,25
57706,5,63
57696,9,121
57692,4,18
57487,4,670
57494,6,33
57601,5,181
57598,2,35
57530,9,71
57527,5,58
57545,4,338
57582,4,347
57763,6,12
58011,9,25
58018,4,6
57761,6,53
57132,3,85
57093,6,56
57101,6,159
57099,5,54
58136,6,6
58164,3,5
58081,2,15
58140,5,6
58143,6,6
58065,5,101
57384,9,50
57385,6,111
57271,7,176
57706,2,19
57644,1,11
57667,6,120
57631,1,29
57702,2,10
57581,4,65
57570,4,60
57555,9,11
57513,5,21
57734,5,66
58030,7,102
58030,1,6
57762,5,87
58032,1,5
57397,9,5
58094,4,36
58080,9,5
58064,3,15
57368,5,449
57317,5,10
57119,7,264
57084,7,53
57680,3,35
57634,7,365
57703,5,15
57651,5,74
57687,7,51
57625,3,5
57208,4,222
57204,4,69
57226,1,5
57246,4,40
57247,6,15
57516,4,44
57554,9,39
57564,6,124
57515,4,226
58045,4,37
58023,4,11
57387,9,40
57303,9,79
57307,3,6
57341,5,63
57442,3,10
57397,1,10
57407,7,141
57465,3,116
57406,5,19
58061,4,20
58117,9,638
58143,4,26
58072,3,31
58120,7,139
57232,5,80
57199,6,85
57180,4,40
57274,5,85
57672,1,12
57620,5,612
57683,5,948
57623,2,21
57634,9,190
57690,3,137
57684,5,49
57567,6,25
57568,9,126
57521,7,491
57534,5,193
57088,5,14
57076,3,37
57118,4,10
57084,1,11
58040,6,6
57718,2,11
58025,4,10
58005,7,84
57241,7,47
57269,7,1804
57460,9,185
57484,9,360
57485,1,6
57390,4,148
57557,4,202
57538,4,26
57507,1,11
57666,7,1483
57678,4,282
57611,5,46
57627,6,31
57675,1,11
57348,4,107
57288,6,388
58079,5,414
58087,2,25
58108,5,5
57100,1,6
57145,4,51
57108,1,6
57127,4,26
57097,3,254
57128,5,17
57751,4,1305
57734,7,119
57736,9,80
58029,4,6
57732,9,79
57219,4,88
57260,4,472
57254,4,81
57691,4,9
57645,3,56
57617,4,56
57630,7,3142
57701,2,29
57616,9,399
57698,4,45
57491,9,1092
57485,9,12
57494,5,22
57404,6,22
57445,6,24
57543,9,145
57588,9,111
57515,5,310
57569,3,6
57520,3,16
57526,5,65
57574,5,58
58076,7,34
58109,4,40
58067,5,183
58107,6,10
58136,5,6
58099,7,54
58130,9,6
57359,5,34
57292,4,6
57325,4,106
57630,2,197
57671,7,33
57672,5,6839
57689,4,40
57627,7,87
57607,2,26
57640,4,73
